         35876769 function calls (35708270 primitive calls) in 25.571 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        4    0.000    0.000    0.000    0.000 necompiler.py:512(toString)
        1    0.000    0.000    0.000    0.000 {built-in method setAttribute}
       25    0.000    0.000    0.000    0.000 {method 'append' of 'pandas._libs.internals.BlockPlacement' objects}
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.000    0.000 polynomial.py:1009(poly1d)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        1    0.000    0.000    0.000    0.000 suite.py:1(<module>)
        6    0.000    0.000    0.000    0.000 __init__.py:693(_comp_method_FRAME)
        7    0.000    0.000    0.000    0.000 base.py:5487(_add_logical_methods_disabled)
        5    0.000    0.000    0.000    0.000 generic.py:1627(<listcomp>)
        1    0.000    0.000    0.000    0.000 format.py:230(SeriesFormatter)
        1    0.000    0.000    0.000    0.000 ops.py:723(BinGrouper)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4971(Forward)
        2    0.000    0.000    0.000    0.000 transforms.py:921(intervaly)
        1    0.000    0.000    0.000    0.000 ticker.py:500(ScalarFormatter)
        4    0.000    0.000    0.000    0.000 utils.py:200(__setitem__)
       24    0.000    0.000    0.000    0.000 enum.py:181(<genexpr>)
        8    0.000    0.000    0.000    0.000 hashlib.py:73(__get_builtin_constructor)
        1    0.000    0.000    0.000    0.000 base.py:1192(_add_logical_ops)
        1    0.000    0.000    0.000    0.000 indexers.py:37(BaseIndexer)
        2    0.000    0.000    0.001    0.001 pyparsing.py:5662(srange)
       25    0.000    0.000    0.000    0.000 markers.py:324(get_alt_path)
        1    0.000    0.000    0.000    0.000 mathtext.py:654(BakomaFonts)
       48    0.000    0.000    0.000    0.000 offsetbox.py:112(<genexpr>)
        7    0.000    0.000    0.000    0.000 _base.py:3289(get_xscale)
        1    0.000    0.000    0.000    0.000 utils.py:100(_init_num_threads)
       34    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 machar.py:7(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:8(<module>)
       17    0.000    0.000    0.000    0.000 typing.py:320(__hash__)
        5    0.000    0.000    0.000    0.000 config.py:773(is_instance_factory)
       48    0.000    0.000    0.000    0.000 indexing.py:913(_validate_key)
        1    0.000    0.000    0.000    0.000 figure.py:1624(clf)
        2    0.000    0.000    0.000    0.000 {built-in method resize}
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        5    0.000    0.000    0.000    0.000 workbook.py:166(add_worksheet)
        1    0.000    0.000    0.000    0.000 sharedstrings.py:9(<module>)
        1    0.000    0.000    0.001    0.001 packager.py:325(_write_core_file)
        2    0.000    0.000    0.000    0.000 styles.py:406(_write_border)
       72    0.000    0.000    0.000    0.000 __init__.py:1794(<listcomp>)
        1    0.000    0.000    0.000    0.000 _subplots.py:122(update_params)
        1    0.000    0.000    0.000    0.000 tripcolor.py:1(<module>)
        8    0.000    0.000    0.000    0.000 _base.py:3672(get_yscale)
        1    0.000    0.000    0.001    0.001 ElementPath.py:59(<module>)
       51    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
        1    0.000    0.000    0.000    0.000 _dtype.py:5(<module>)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:1(<module>)
        7    0.000    0.000    0.000    0.000 format.py:897(_get_fill_key)
        2    0.000    0.000    0.000    0.000 app.py:137(_write_vt_vector)
        7    0.000    0.000    0.000    0.000 rrule.py:69(__init__)
        5    0.000    0.000    0.000    0.000 offsetbox.py:314(__init__)
        1    0.000    0.000    0.000    0.000 axis.py:1953(_get_offset_text)
       40    0.000    0.000    0.000    0.000 xlsx.py:274(finish_off)
       16    0.000    0.000    0.000    0.000 copy.py:273(<genexpr>)
        5    0.000    0.000    0.000    0.000 datetime.py:279(_check_date_fields)
       20    0.000    0.000    0.000    0.000 mixins.py:20(_binary_method)
        1    0.000    0.000    0.000    0.000 <string>:5(FullArgSpec)
        1    0.000    0.000    0.000    0.000 ops.py:1(<module>)
        2    0.000    0.000    0.000    0.000 patches.py:180(update_from)
        1    0.000    0.000    0.000    0.000 patches.py:2226(transmute)
        1    0.000    0.000    0.000    0.000 dates.py:576(DateFormatter)
        2    0.000    0.000    0.000    0.000 _base.py:2416(<listcomp>)
        4    0.000    0.000    0.000    0.000 necompiler.py:505(quadrupleToString)
       10    0.000    0.000    0.000    0.000 string_.py:312(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 expr.py:757(Expr)
        1    0.000    0.000    0.000    0.000 merge.py:568(_MergeOperation)
       25    0.000    0.000    0.000    0.000 markers.py:330(get_snap_threshold)
        3    0.000    0.000    0.000    0.000 legend.py:598(_set_artist_props)
       52    0.000    0.000    0.000    0.000 offsetbox.py:109(<genexpr>)
       15    0.000    0.000    0.000    0.000 axis.py:795(get_scale)
        1    0.000    0.000    0.000    0.000 book.py:286(Book)
        2    0.000    0.000    0.000    0.000 {built-in method matplotlib._path.count_bboxes_overlapping_bbox}
        1    0.000    0.000    0.000    0.000 numbers.py:32(Complex)
        1    0.000    0.000    0.000    0.000 <string>:5(uname_result)
        1    0.000    0.000    0.000    0.000 _optional.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ops.py:69(Term)
        1    0.000    0.000    0.000    0.000 orc.py:1(<module>)
        5    0.000    0.000    0.000    0.000 worksheet.py:5865(_write_sheet_pr)
        1    0.000    0.000    0.071    0.071 packager.py:278(_write_shared_strings_file)
        4    0.000    0.000    0.000    0.000 pyparsing.py:2162(__radd__)
       10    0.000    0.000    0.000    0.000 artist.py:811(set_clip_on)
        9    0.000    0.000    0.000    0.000 text.py:348(<listcomp>)
        2    0.000    0.000    0.000    0.000 patches.py:2538(set_boxstyle)
       50    0.000    0.000    0.000    0.000 axis.py:285(get_loc)
        4    0.000    0.000    0.000    0.000 expressions.py:183(operation)
        9    0.000    0.000    0.000    0.000 {method 'startswith' of 'bytes' objects}
       38    0.000    0.000    0.000    0.000 enum.py:630(<lambda>)
        1    0.000    0.000    0.000    0.000 datetime.py:1991(timezone)
        1    0.000    0.000    0.000    0.000 pickle.py:345(_Pickler)
        1    0.000    0.000    0.000    0.000 integer.py:281(IntegerArray)
        1    0.000    0.000    0.000    0.000 ops.py:197(Op)
        4    0.000    0.000    0.000    0.000 pyparsing.py:4633(__init__)
        1    0.000    0.000    0.000    0.000 contour.py:709(ContourSet)
        1    0.000    0.000    0.000    0.000 figure.py:1091(fixlist)
        1    0.000    0.000    0.000    0.000 formatting.py:1086(initialise_book)
        4    0.000    0.000    0.000    0.000 necompiler.py:368(assignLeafRegisters)
       37    0.000    0.000    0.000    0.000 {method 'end' of '_sre.SRE_Match' objects}
       28    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 locale.py:565(getlocale)
        1    0.000    0.000    0.000    0.000 <string>:5(FrameInfo)
        8    0.000    0.000    0.000    0.000 frozen.py:88(__reduce__)
        1    0.000    0.000    0.003    0.003 __init__.py:57(<module>)
        1    0.000    0.000    0.000    0.000 _misc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _base.py:686(__init__)
        1    0.000    0.000    0.000    0.000 _odfreader.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _pyxlsb.py:9(_PyxlsbReader)
        5    0.000    0.000    0.000    0.000 worksheet.py:6462(_write_conditional_formats)
       14    0.000    0.000    0.000    0.000 __init__.py:972(<listcomp>)
        1    0.000    0.000    0.000    0.000 widgets.py:1461(_SelectorWidget)
        2    0.000    0.000    0.000    0.000 container.py:101(<listcomp>)
        1    0.000    0.000    0.001    0.001 _base.py:942(_gen_axes_spines)
        2    0.000    0.000    0.000    0.000 _base.py:3080(set_xbound)
        3    0.000    0.000    0.000    0.000 axis.py:1818(_get_ticks_position)
        1    0.000    0.000    0.000    0.000 backend_agg.py:102(_update_methods)
       37    0.000    0.000    0.000    0.000 qt_compat.py:80(is_pyqt5)
        1    0.000    0.000    0.000    0.000 backend_managers.py:39(ToolManager)
        3    0.000    0.000    0.000    0.000 sre_parse.py:885(addgroup)
       35    0.000    0.000    0.000    0.000 datetime.py:262(_check_int_field)
        1    0.000    0.000    0.000    0.000 <string>:5(ParseResult)
       10    0.000    0.000    0.000    0.000 extras.py:237(__init__)
        1    0.000    0.000    0.000    0.000 win.py:34(_settzkeyname)
        6    0.000    0.000    0.000    0.000 boolean.py:560(_create_logical_method)
        1    0.000    0.000    0.000    0.000 pytables.py:41(Term)
        6    0.000    0.000    0.000    0.000 text.py:533(set_clip_box)
        1    0.000    0.000    0.000    0.000 <string>:5(Page)
        1    0.000    0.000    0.000    0.000 units.py:43(<module>)
        1    0.000    0.000    0.000    0.000 axis.py:2245(_get_offset_text)
        1    0.000    0.000    0.000    0.000 polar.py:774(PolarAxes)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
       16    0.000    0.000    0.000    0.000 _add_newdocs.py:6703(type_aliases_gen)
        1    0.000    0.000    0.000    0.000 <string>:5(TokenInfo)
        3    0.000    0.000    0.000    0.000 _common.py:132(_validate_fromutc_inputs)
        1    0.000    0.000    0.000    0.000 _openpyxl.py:469(_OpenpyxlReader)
        8    0.000    0.000    0.000    0.000 __init__.py:251(_logged_cached)
        9    0.000    0.000    0.000    0.000 pyparsing.py:4645(__str__)
        5    0.000    0.000    0.001    0.000 _base.py:957(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(_TagInfo)
       28    0.000    0.000    0.000    0.000 {built-in method height}
       44    0.000    0.000    0.000    0.000 {method 'get_count' of 'pandas._libs.hashtable.Factorizer' objects}
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        2    0.000    0.000    0.000    0.000 {built-in method utcfromtimestamp}
        4    0.000    0.000    0.000    0.000 base.py:5370(_add_numeric_methods)
        1    0.000    0.000    0.000    0.000 timedeltas.py:3(<module>)
       18    0.000    0.000    0.000    0.000 range.py:233(stop)
       26    0.000    0.000    0.000    0.000 managers.py:1588(is_consolidated)
        1    0.000    0.000    0.000    0.000 workbook.py:827(_prepare_formats)
        1    0.000    0.000    0.000    0.000 __init__.py:513(get_home)
        1    0.000    0.000    0.000    0.000 <string>:5(_PDFResult)
        2    0.000    0.000    0.000    0.000 necompiler.py:387(collapseDuplicateSubtrees)
        3    0.000    0.000    0.000    0.000 {built-in method utcnow}
        1    0.000    0.000    0.000    0.000 _inspect.py:7(<module>)
        4    0.000    0.000    0.000    0.000 pathlib.py:685(_make_child)
        1    0.000    0.000    0.000    0.000 case.py:388(__init__)
        1    0.000    0.000    0.000    0.000 nonreduce_axis.py:1(<module>)
        1    0.000    0.000    0.000    0.000 indexing.py:901(_LocIndexer)
        1    0.000    0.000    0.000    0.000 stata.py:2804(StataStrLWriter)
        1    0.000    0.000    0.000    0.000 utility.py:7(<module>)
        9    0.000    0.000    0.000    0.000 pyparsing.py:3796(parseImpl)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 gridspec.py:184(__init__)
       20    0.000    0.000    0.000    0.000 legend.py:1039(get_bbox_to_anchor)
        2    0.000    0.000    0.000    0.000 _base.py:812(_update_transScale)
       33    0.000    0.000    0.000    0.000 axis.py:154(<dictcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method left}
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
       14    0.000    0.000    0.000    0.000 codecs.py:737(__getattr__)
        1    0.000    0.000    0.001    0.001 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _factories.py:1(<module>)
        8    0.000    0.000    0.000    0.000 config.py:801(<listcomp>)
        1    0.000    0.000    0.000    0.000 localization.py:5(<module>)
        1    0.000    0.000    0.000    0.000 times.py:1(<module>)
        1    0.000    0.000    0.000    0.000 workbook.py:1747(_write_sheets)
        1    0.000    0.000    0.000    0.000 comments.py:8(<module>)
        8    0.000    0.000    0.000    0.000 fontconfig_pattern.py:138(_name)
        2    0.000    0.000    0.000    0.000 transforms.py:1483(transform_path)
        1    0.000    0.000    0.000    0.000 <string>:5(_PSResult)
        1    0.000    0.000    0.000    0.000 _axes.py:153(set_title)
        2    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_string_function}
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(allclose)
        3    0.000    0.000    0.000    0.000 __init__.py:36(__deprecate_private_class)
        1    0.000    0.000    0.000    0.000 <string>:5(Traceback)
        2    0.000    0.000    0.000    0.000 _version.py:20(get_versions)
        1    0.000    0.000    0.000    0.000 string_.py:25(StringDtype)
        1    0.000    0.000    0.000    0.000 parsers.py:1401(ParserBase)
        1    0.000    0.000    0.000    0.000 contenttypes.py:8(<module>)
        5    0.000    0.000    0.000    0.000 rcsetup.py:944(validate_hist_bins)
        3    0.000    0.000    0.005    0.002 rcsetup.py:976(validate_webagg_address)
        5    0.000    0.000    0.000    0.000 pyparsing.py:1484(_setResultsName)
        1    0.000    0.000    0.000    0.000 pyparsing.py:6746(pyparsing_unicode)
        1    0.000    0.000    0.000    0.000 collections.py:1137(RegularPolyCollection)
