         35876769 function calls (35708270 primitive calls) in 25.571 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       10    0.000    0.000    0.000    0.000 xlsx.py:423(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:332(__init__)
       10    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(isclose)
        1    0.000    0.000    0.000    0.000 accessor.py:6(<module>)
        1    0.000    0.000    0.001    0.001 indexers.py:1(<module>)
        1    0.000    0.000    0.001    0.001 packager.py:468(_write_workbook_rels_file)
        1    0.000    0.000    0.000    0.000 cycler.py:41(<module>)
        6    0.000    0.000    0.000    0.000 pathlib.py:243(gethomedir)
        1    0.000    0.000    0.000    0.000 posixpath.py:11(<module>)
       18    0.000    0.000    0.000    0.000 range.py:210(start)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:144(_families)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2201(__mul__)
        2    0.000    0.000    0.000    0.000 transforms.py:652(<listcomp>)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:259(_update_figure_dpi)
       10    0.000    0.000    0.000    0.000 pathlib.py:384(_wrap_strfunc)
        6    0.000    0.000    0.009    0.002 base.py:251(_try_aggregate_string_function)
       19    0.000    0.000    0.000    0.000 datetimes.py:76(_field_accessor)
        1    0.000    0.000    0.000    0.000 core.py:9(<module>)
        4    0.000    0.000    0.000    0.000 fontconfig_pattern.py:152(_property)
        6    0.000    0.000    0.005    0.001 offsetbox.py:216(get_offset)
        4    0.000    0.000    0.000    0.000 spines.py:369(_calc_offset_transform)
        1    0.000    0.000    0.000    0.000 utils.py:11(<module>)
        1    0.000    0.000    0.000    0.000 extension.py:194(ExtensionIndex)
       10    0.000    0.000    0.009    0.001 xlsx.py:30(ensure_elementtree_imported)
       84    0.000    0.000    0.000    0.000 lazy.py:149(lazy)
       89    0.000    0.000    0.000    0.000 docstring.py:99(copy)
       29    0.000    0.000    0.000    0.000 text.py:548(get_wrap)
       29    0.000    0.000    0.000    0.000 text.py:724(get_color)
        1    0.000    0.000    0.000    0.000 api.py:23(FFI)
       12    0.000    0.000    0.000    0.000 expressions.py:401(__init__)
        4    0.000    0.000    0.000    0.000 {instance}
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:69(_from_ctypes_scalar)
        1    0.000    0.000    0.001    0.001 decimal.py:2(<module>)
        1    0.000    0.000    0.000    0.000 tempfile.py:631(SpooledTemporaryFile)
       10    0.000    0.000    0.000    0.000 zipfile.py:1270(<listcomp>)
        1    0.000    0.000    0.000    0.000 colorbar.py:356(ColorbarBase)
        1    0.000    0.000    0.000    0.000 streamplot.py:4(<module>)
        1    0.000    0.000    0.000    0.000 platform.py:1098(machine)
        1    0.000    0.000    0.000    0.000 helper.py:4(<module>)
        1    0.000    0.000    0.000    0.000 app.py:62(_assemble_xml_file)
        1    0.000    0.000    0.000    0.000 __init__.py:190(disconnect)
        1    0.000    0.000    0.014    0.014 figure.py:1261(add_subplot)
       10    0.000    0.000    0.000    0.000 offsetbox.py:160(axes)
       46    0.000    0.000    0.000    0.000 _collections_abc.py:367(__subclasshook__)
        6    0.000    0.000    0.000    0.000 pathlib.py:1343(is_dir)
        1    0.000    0.000    0.005    0.005 __init__.py:71(<module>)
       15    0.000    0.000    0.000    0.000 base.py:357(register_extension_dtype)
        1    0.000    0.000    0.002    0.002 fractions.py:4(<module>)
       71    0.000    0.000    0.000    0.000 pyparsing.py:2427(leaveWhitespace)
        1    0.000    0.000    0.000    0.000 pyparsing.py:4421(ParseElementEnhance)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1679(close_event)
        4    0.000    0.000    0.001    0.000 spines.py:362(draw)
       56    0.000    0.000    0.000    0.000 base.py:3241(_convert_list_indexer)
        1    0.000    0.000    0.000    0.000 dtype.py:1(<module>)
        1    0.000    0.000    0.000    0.000 blocks.py:2134(DatetimeTZBlock)
       16    0.000    0.000    0.000    0.000 frame.py:8872(_get_agg_axis)
       66    0.000    0.000    0.000    0.000 pyparsing.py:4029(<genexpr>)
        1    0.000    0.000    0.001    0.001 path.py:10(<module>)
        1    0.000    0.000    0.000    0.000 textpath.py:19(TextToPath)
        4    0.000    0.000    0.000    0.000 figure.py:74(as_list)
       53    0.000    0.000    0.000    0.000 {built-in method sys.getrecursionlimit}
        1    0.000    0.000    0.000    0.000 docstring.py:1(<module>)
        6    0.000    0.000    0.000    0.000 ticker.py:1849(__init__)
       29    0.000    0.000    0.000    0.000 text.py:253(get_rotation_mode)
        1    0.000    0.000    0.000    0.000 image.py:1273(BboxImage)
       21    0.000    0.000    0.000    0.000 {method 'tolist' of 'numpy.ndarray' objects}
        2    0.000    0.000    0.000    0.000 sre_compile.py:381(_bytes_to_codes)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.001    0.001 difflib.py:27(<module>)
       10    0.000    0.000    0.000    0.000 accessor.py:146(add_delegate_accessors)
        1    0.000    0.000    0.000    0.000 format.py:450(TableFormatter)
        1    0.000    0.000    0.000    0.000 drawing.py:13(Drawing)
       58    0.000    0.000    0.000    0.000 __init__.py:1645(<lambda>)
        9    0.000    0.000    0.000    0.000 __init__.py:1976(method)
        1    0.000    0.000    0.000    0.000 transforms.py:252(BboxBase)
        4    0.000    0.000    0.000    0.000 transforms.py:2459(get_matrix)
        6    0.000    0.000    0.000    0.000 patches.py:1857(<listcomp>)
       19    0.000    0.000    0.000    0.000 offsetbox.py:62(<listcomp>)
       28    0.000    0.000    0.000    0.000 xlsx.py:183(cnv_xsd_unsignedInt)
        2    0.000    0.000    0.000    0.000 {built-in method _signal.signal}
        8    0.000    0.000    0.000    0.000 {method 'clear' of 'collections.OrderedDict' objects}
        3    0.000    0.000    0.001    0.000 warnings.py:119(filterwarnings)
        4    0.000    0.000    0.000    0.000 fromnumeric.py:2477(ptp)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
       50    0.000    0.000    0.000    0.000 base.py:3099(_get_partial_string_timestamp_match_key)
       10    0.000    0.000    0.000    0.000 zipfile.py:1268(namelist)
       10    0.000    0.000    0.000    0.000 rcsetup.py:235(validate_fonttype)
       11    0.000    0.000    0.000    0.000 rcsetup.py:263(validate_backend)
        8    0.000    0.000    0.000    0.000 backend_bases.py:2150(mpl_connect)
        2    0.000    0.000    0.000    0.000 offsetbox.py:670(set_offset)
       11    0.000    0.000    0.000    0.000 legend_handler.py:57(__init__)
        1    0.000    0.000    0.000    0.000 geo.py:14(GeoAxes)
        1    0.000    0.000    0.000    0.000 blocks.py:1515(ExtensionBlock)
       33    0.000    0.000    0.000    0.000 managers.py:708(<listcomp>)
        4    0.000    0.000    0.000    0.000 {built-in method setEnabled}
        1    0.000    0.000    0.000    0.000 {built-in method setWindowIcon}
        7    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        8    0.000    0.000    0.000    0.000 sre_parse.py:257(getwhile)
        8    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(where)
        3    0.000    0.000    0.000    0.000 random.py:96(seed)
        4    0.000    0.000    0.000    0.000 core.py:122(doc_note)
        1    0.000    0.000    0.000    0.000 lazy.py:1(<module>)
       33    0.000    0.000    0.000    0.000 typing.py:1350(<genexpr>)
        1    0.000    0.000    0.003    0.003 _odswriter.py:1(<module>)
        9    0.000    0.000    0.000    0.000 fontconfig_pattern.py:132(_family)
       58    0.000    0.000    0.000    0.000 pyparsing.py:642(__bool__)
        1    0.000    0.000    0.000    0.000 axis.py:2341(_update_offset_text_position)
        4    0.000    0.000    0.000    0.000 function_base.py:2031(__init__)
        1    0.000    0.000    0.000    0.000 dtypes.py:960(IntervalDtype)
        2    0.000    0.000    0.005    0.002 methods.py:133(add_flex_arithmetic_methods)
       26    0.000    0.000    0.000    0.000 parsers.py:3106(_clear_buffer)
        1    0.000    0.000    0.000    0.000 workbook.py:47(Workbook)
      6/4    0.000    0.000    0.002    0.001 offsetbox.py:418(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method numexpr.interpreter._set_vml_num_threads}
       36    0.000    0.000    0.000    0.000 numeric.py:86(_zeros_like_dispatcher)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        1    0.000    0.000    0.000    0.000 _exceptions.py:7(<module>)
        1    0.000    0.000    0.000    0.000 offsets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gzip.py:4(<module>)
        2    0.000    0.000    0.000    0.000 __init__.py:17(_get_running_interactive_framework)
     10/1    0.000    0.000    0.000    0.000 offsetbox.py:148(set_figure)
        1    0.000    0.000    0.000    0.000 backend_managers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 sheet.py:50(Sheet)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:187(_set_up_aliases)
       60    0.000    0.000    0.000    0.000 function_base.py:21(_linspace_dispatcher)
        1    0.000    0.000    0.000    0.000 core.py:2782(__new__)
        2    0.000    0.000    0.000    0.000 _base.py:871(_set_position)
        7    0.000    0.000    0.001    0.000 _base.py:2097(_process_unit_info)
        2    0.000    0.000    0.000    0.000 necompiler.py:706(getExprNames)
        1    0.000    0.000    0.000    0.000 expressions.py:393(ExpressionNode)
        1    0.000    0.000    0.794    0.794 jst_lib.py:1(<module>)
        6    0.000    0.000    0.000    0.000 fromnumeric.py:2021(clip)
        1    0.000    0.000    0.000    0.000 polyutils.py:45(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:35(<module>)
        1    0.000    0.000    0.000    0.000 inference.py:1(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:205(BooleanArray)
        1    0.000    0.000    0.000    0.000 parquet.py:74(PyArrowImpl)
       15    0.000    0.000    0.000    0.000 rcsetup.py:307(<listcomp>)
        3    0.000    0.000    0.000    0.000 __init__.py:73(CFUNCTYPE)
       13    0.000    0.000    0.000    0.000 mixins.py:48(_numeric_methods)
        1    0.000    0.000    0.000    0.000 utils.py:75(__call__)
       12    0.000    0.000    0.000    0.000 config.py:610(_warn_if_deprecated)
        1    0.000    0.000    0.000    0.000 zipfile.py:1063(ZipFile)
       29    0.000    0.000    0.000    0.000 artist.py:763(get_alpha)
        2    0.000    0.000    0.000    0.000 _base.py:1446(apply_aspect)
        2    0.000    0.000    0.000    0.000 {setAttribute}
        2    0.000    0.000    0.000    0.000 {built-in method _locale.setlocale}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:5(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1810(chararray)
        1    0.000    0.000    0.000    0.000 signal.py:51(getsignal)
        7    0.000    0.000    0.000    0.000 inspect.py:2518(replace)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
        1    0.000    0.000    0.000    0.000 grouper.py:389(Grouping)
        1    0.000    0.000    0.001    0.001 __init__.py:664(matplotlib_fname)
        7    0.000    0.000    0.000    0.000 patches.py:223(get_patch_transform)
        1    0.000    0.000    0.001    0.001 _base.py:594(_init_axis)
       70    0.000    0.000    0.000    0.000 axis.py:340(<genexpr>)
       81    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 datetimelike.py:273(TimelikeOps)
       34    0.000    0.000    0.000    0.000 __init__.py:495(flatten)
        2    0.000    0.000    0.025    0.012 pyplot.py:2435(bar)
        3    0.000    0.000    0.000    0.000 transforms.py:911(p1)
        8    0.000    0.000    0.000    0.000 transforms.py:2275(blended_transform_factory)
       24    0.000    0.000    0.000    0.000 patches.py:1862(<genexpr>)
       12    0.000    0.000    0.000    0.000 figure.py:235(_update_this)
        2    0.000    0.000    0.005    0.002 _base.py:2744(grid)
        1    0.000    0.000    0.000    0.000 backend_macosx.py:1(<module>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:678(NavigationToolbar2QT)
        1    0.000    0.000    0.000    0.000 _mixins.py:1(<module>)
        1    0.000    0.000    0.003    0.003 compatibility.py:8(<module>)
        4    0.000    0.000    0.000    0.000 offsetbox.py:657(get_transform)
       15    0.000    0.000    0.000    0.000 common.py:176(not_none)
       26    0.000    0.000    0.000    0.000 _util.py:124(_maybe_convert_usecols)
        1    0.000    0.000    0.000    0.000 workbook.py:589(_assemble_xml_file)
        1    0.000    0.000    0.001    0.001 drawing.py:8(<module>)
       33    0.000    0.000    0.000    0.000 cm.py:40(_reverser)
        2    0.000    0.000    0.000    0.000 offsetbox.py:622(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method end}
       36    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.000    0.000 linalg.py:82(_determine_error_states)
        1    0.000    0.000    0.000    0.000 runner.py:1(<module>)
       88    0.000    0.000    0.000    0.000 typing.py:1432(cast)
       13    0.000    0.000    0.000    0.000 _optional.py:37(_get_version)
        1    0.000    0.000    0.000    0.000 masked_reductions.py:4(<module>)
        1    0.000    0.000    0.000    0.000 integer.py:39(_IntegerDtype)
        5    0.000    0.000    0.000    0.000 offsetbox.py:198(set_offset)
       24    0.000    0.000    0.000    0.000 tokenize.py:148(<listcomp>)
        1    0.000    0.000    0.000    0.000 isoparser.py:9(<module>)
        3    0.000    0.000    0.000    0.000 _decorators.py:470(indent)
        1    0.000    0.000    0.002    0.002 _base.py:812(ExcelFile)
       13    0.000    0.000    0.000    0.000 text.py:817(get_position)
        1    0.000    0.000    0.000    0.000 patches.py:20(Patch)
        2    0.000    0.000    0.000    0.000 figure.py:199(update)
       70    0.000    0.000    0.000    0.000 multiarray.py:635(result_type)
        1    0.000    0.000    0.002    0.002 main.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _common.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _parser.py:300(__init__)
        1    0.000    0.000    0.000    0.000 numpy_.py:29(PandasDtype)
       10    0.000    0.000    0.000    0.000 frame.py:4818(<listcomp>)
        1    0.000    0.000    0.000    0.000 pytables.py:1877(IndexCol)
        1    0.000    0.000    0.000    0.000 packager.py:504(_write_worksheet_rels_files)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4844(__str__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:5688(<lambda>)
        2    0.000    0.000    0.000    0.000 {built-in method setCheckable}
        4    0.000    0.000    0.000    0.000 re.py:314(_compile_repl)
        9    0.000    0.000    0.000    0.000 enum.py:760(_missing_)
        1    0.000    0.000    0.000    0.000 _globals.py:67(__new__)
        1    0.000    0.000    0.000    0.000 decorators.py:15(<module>)
        5    0.000    0.000    0.000    0.000 generic.py:1615(<listcomp>)
        1    0.000    0.000    0.000    0.000 transforms.py:721(Bbox)
        1    0.000    0.000    0.000    0.000 table.py:246(Table)
        6    0.000    0.000    0.001    0.000 axis.py:230(set_clip_path)
        1    0.000    0.000    0.000    0.000 book.py:869(handle_externsheet)
        1    0.000    0.000    0.000    0.000 xldate.py:20(<module>)
       29    0.000    0.000    0.000    0.000 expressions.py:195(func)
       12    0.000    0.000    0.000    0.000 _methods.py:73(_clip_dep_is_byte_swapped)
       11    0.000    0.000    0.000    0.000 fromnumeric.py:1804(nonzero)
        5    0.000    0.000    0.000    0.000 getlimits.py:508(min)
        1    0.000    0.000    0.000    0.000 nosetester.py:6(<module>)
        1    0.000    0.000    0.000    0.000 _odswriter.py:12(_ODSWriter)
        5    0.000    0.000    0.000    0.000 rcsetup.py:328(__call__)
        2    0.000    0.000    0.000    0.000 patches.py:1911(__new__)
        2    0.000    0.000    0.000    0.000 _util.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _mixins.py:15(NDArrayBackedExtensionArray)
       21    0.000    0.000    0.000    0.000 base.py:2342(_get_unique_index)
       15    0.000    0.000    0.000    0.000 api.py:254(<setcomp>)
       15    0.000    0.000    0.000    0.000 concat.py:66(<listcomp>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:3217(charsAsStr)
        7    0.000    0.000    0.000    0.000 pyparsing.py:5733(tokenMap)
        1    0.000    0.000    0.000    0.000 spines.py:11(Spine)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:308(mouseEventCoords)
       66    0.000    0.000    0.000    0.000 xlsx.py:190(cnv_xsd_boolean)
        1    0.000    0.000    0.000    0.000 ntpath.py:359(expandvars)
        1    0.000    0.000    0.000    0.000 pathlib.py:984(Path)
       60    0.000    0.000    0.000    0.000 stride_tricks.py:202(_broadcast_arrays_dispatcher)
        1    0.000    0.000    0.000    0.000 _validators.py:4(<module>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:163(__init__)
        1    0.000    0.000    0.000    0.000 spss.py:1(<module>)
       40    0.000    0.000    0.000    0.000 format.py:850(<genexpr>)
        1    0.000    0.000    0.001    0.001 gridspec.py:10(<module>)
       12    0.000    0.000    0.000    0.000 necompiler.py:492(nToChr)
       70    0.000    0.000    0.000    0.000 {method 'close' of 'xml.etree.ElementTree.TreeBuilder' objects}
        1    0.000    0.000    0.000    0.000 {built-in method winreg.QueryValueEx}
        1    0.000    0.000    0.000    0.000 getlimits.py:239(_get_machar)
       14    0.000    0.000    0.000    0.000 tempfile.py:97(_infer_return_type)
       41    0.000    0.000    0.000    0.000 typing.py:512(<genexpr>)
        5    0.000    0.000    0.000    0.000 worksheet.py:3722(_initialize)
        7    0.000    0.000    0.000    0.000 pyparsing.py:3691(__init__)
        7    0.000    0.000    0.000    0.000 ticker.py:1526(nonsingular)
        1    0.000    0.000    0.029    0.029 backend_bases.py:3253(new_figure_manager)
        1    0.000    0.000    0.027    0.027 backend_bases.py:3263(new_figure_manager_given_figure)
        1    0.000    0.000    0.002    0.002 axis.py:1985(_get_tick_boxes_siblings)
       24    0.000    0.000    0.000    0.000 {built-in method setHeight}
        1    0.000    0.000    0.000    0.000 {method 'flush' of '_io.BufferedRandom' objects}
        1    0.000    0.000    0.000    0.000 datetime.py:1381(datetime)
        1    0.000    0.000    0.000    0.000 _asarray.py:5(<module>)
        3    0.000    0.000    0.000    0.000 platform.py:1150(_sys_version)
        1    0.000    0.000    0.000    0.000 _parser.py:247(parserinfo)
        4    0.000    0.000    0.000    0.000 methods.py:23(_get_method_wrappers)
        1    0.000    0.000    0.000    0.000 frequencies.py:186(_FrequencyInferer)
        1    0.000    0.000    0.000    0.000 workbook.py:1101(_prepare_drawings)
        2    0.000    0.000    0.000    0.000 rcsetup.py:77(<listcomp>)
        3    0.000    0.000    0.000    0.000 pyparsing.py:3758(__init__)
        1    0.000    0.000    0.039    0.039 figure.py:405(show)
        7    0.000    0.000    0.000    0.000 core.py:2562(_arraymethod)
        1    0.000    0.000    0.000    0.000 dates.py:3(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:41(NumericIndex)
       26    0.000    0.000    0.000    0.000 parsers.py:1209(_create_index)
       26    0.000    0.000    0.000    0.000 parsers.py:1329(_validate_usecols_arg)
        5    0.000    0.000    0.000    0.000 worksheet.py:5230(_write_sheet_views)
       40    0.000    0.000    0.000    0.000 format.py:909(<genexpr>)
       36    0.000    0.000    0.000    0.000 offsetbox.py:499(<genexpr>)
        1    0.000    0.000    0.000    0.000 backend_qt5.py:476(draw)
       12    0.000    0.000    0.000    0.000 textwrap.py:467(indent)
       24    0.000    0.000    0.000    0.000 pathlib.py:1008(_init)
        1    0.000    0.000    0.000    0.000 display.py:3(<module>)
        1    0.000    0.000    0.000    0.000 boolean.py:34(BooleanDtype)
       16    0.000    0.000    0.000    0.000 boolean.py:692(_create_arithmetic_method)
        1    0.000    0.000    0.000    0.000 base.py:5283(_add_comparison_methods)
        1    0.000    0.000    0.000    0.000 range.py:740(_add_numeric_methods_binary)
        4    0.000    0.000    0.000    0.000 colors.py:254(to_rgba_array)
        1    0.000    0.000    0.000    0.000 ticker.py:1197(EngFormatter)
        1    0.000    0.000    0.000    0.000 patches.py:2603(get_path)
        2    0.000    0.000    0.000    0.000 figure.py:779(set_canvas)
        1    0.000    0.000    0.000    0.000 info.py:75(BaseInfo)
       26    0.000    0.000    0.000    0.000 parsers.py:3073(_check_thousands)
        1    0.000    0.000    0.000    0.000 _odfreader.py:13(_ODFReader)
        3    0.000    0.000    0.000    0.000 pyparsing.py:1561(addParseAction)
        1    0.000    0.000    0.009    0.009 pyplot.py:1551(yticks)
        1    0.000    0.000    0.000    0.000 colorbar.py:312(_ColorbarMappableDummy)
        1    0.000    0.000    0.001    0.001 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 threading.py:215(__init__)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:7(<module>)
        6    0.000    0.000    0.000    0.000 categorical.py:65(_cat_compare_op)
       30    0.000    0.000    0.000    0.000 base.py:4979(_validate_indexer)
        1    0.000    0.000    0.000    0.000 numeric.py:250(Int64Index)
       26    0.000    0.000    0.000    0.000 parsers.py:1525(<setcomp>)
        5    0.000    0.000    0.257    0.051 worksheet.py:5381(_write_sheet_data)
        2    0.000    0.000    0.000    0.000 _base.py:3520(get_ylim)
        5    0.000    0.000    0.000    0.000 axis.py:807(limit_range_for_scale)
        2    0.000    0.000    0.003    0.002 axis.py:945(set_clip_path)
       36    0.000    0.000    0.000    0.000 _string_helpers.py:16(english_lower)
       62    0.000    0.000    0.000    0.000 lazy.py:96(lazy)
        1    0.000    0.000    0.000    0.000 axis.py:2225(_get_label)
        1    0.000    0.000    0.000    0.000 backend_agg.py:61(RendererAgg)
       50    0.000    0.000    0.000    0.000 multiarray.py:1078(putmask)
        1    0.000    0.000    0.000    0.000 arraypad.py:5(<module>)
       30    0.000    0.000    0.000    0.000 base.py:3136(is_int)
       10    0.000    0.000    0.000    0.000 styles.py:460(_write_sub_border)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3850(ParseExpression)
        1    0.000    0.000    0.000    0.000 _layoutbox.py:16(<module>)
       21    0.000    0.000    0.000    0.000 offsetbox.py:261(get_children)
        1    0.000    0.000    0.009    0.009 book.py:1158(handle_sst)
       29    0.000    0.000    0.000    0.000 {method 'groupdict' of '_sre.SRE_Match' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:382(_NormalAccessor)
       22    0.000    0.000    0.000    0.000 parse.py:452(<genexpr>)
        1    0.000    0.000    0.000    0.000 <string>:5(_Instruction)
        4    0.000    0.000    0.000    0.000 strings.py:2031(_pat_wrapper)
        5    0.000    0.000    0.000    0.000 generic.py:1629(<listcomp>)
        1    0.000    0.000    0.000    0.000 css.py:33(CSSResolver)
        1    0.000    0.000    0.000    0.000 pickle.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:5312(delimitedList)
        1    0.000    0.000    0.002    0.002 common.py:7(<module>)
        3    0.000    0.000    0.000    0.000 numeric.py:2091(allclose)
        1    0.000    0.000    0.003    0.003 traceback.py:1(<module>)
       20    0.000    0.000    0.000    0.000 tokenize.py:112(group)
        6    0.000    0.000    0.000    0.000 aggregation.py:30(reconstruct_func)
       28    0.000    0.000    0.000    0.000 zipfile.py:529(is_dir)
        5    0.000    0.000    0.000    0.000 worksheet.py:5288(_write_sheet_format_pr)
        1    0.000    0.000    0.000    0.000 packager.py:448(_write_root_rels_file)
        2    0.000    0.000    0.000    0.000 relationships.py:89(_write_relationships)
        4    0.000    0.000    0.000    0.000 legend.py:741(get_legend_handler)
        1    0.000    0.000    0.001    0.001 backend_qt5.py:618(_widgetclosed)
        2    0.000    0.000    0.000    0.000 backend_qt5.py:856(set_history_buttons)
        1    0.000    0.000    0.000    0.000 {closeEvent}
        1    0.000    0.000    0.000    0.000 tokenize.py:379(read_or_stop)
        1    0.000    0.000    0.000    0.000 tempfile.py:163(_candidate_tempdir_list)
       24    0.000    0.000    0.000    0.000 typing.py:1272(__subclasscheck__)
       24    0.000    0.000    0.000    0.000 function.py:36(__init__)
        1    0.000    0.000    0.000    0.000 _ranges.py:4(<module>)
        2    0.000    0.000    0.000    0.000 base.py:5295(_add_numeric_methods_add_sub_disabled)
        1    0.000    0.000    0.000    0.000 excel.py:337(ExcelFormatter)
        2    0.000    0.000    0.000    0.000 styles.py:561(_write_xf)
        1    0.000    0.000    0.000    0.000 blocking_input.py:20(<module>)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2491(__init__)
        2    0.000    0.000    0.000    0.000 _base.py:2417(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       66    0.000    0.000    0.000    0.000 jst_lib.py:130(<lambda>)
        1    0.000    0.000    0.000    0.000 <string>:5(Components)
       20    0.000    0.000    0.000    0.000 methods.py:89(_wrap_inplace_method)
        1    0.000    0.000    0.000    0.000 managers.py:1490(SingleBlockManager)
       95    0.000    0.000    0.000    0.000 excel.py:539(<lambda>)
        1    0.000    0.000    0.000    0.000 _xlsxwriter.py:1(<module>)
       44    0.000    0.000    0.000    0.000 pyparsing.py:4222(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method setMouseTracking}
        7    0.000    0.000    0.000    0.000 weakref.py:288(update)
        1    0.000    0.000    0.000    0.000 <string>:5(interface)
        1    0.000    0.000    0.000    0.000 dtypes.py:43(PandasExtensionDtype)
        1    0.000    0.000    0.004    0.004 __init__.py:274(load)
       11    0.000    0.000    0.000    0.000 common.py:140(is_fsspec_url)
        1    0.000    0.000    0.000    0.000 chainmap.py:1(<module>)
       72    0.000    0.000    0.000    0.000 __init__.py:1789(<listcomp>)
        1    0.000    0.000    0.000    0.000 deprecation.py:1(<module>)
       20    0.000    0.000    0.000    0.000 rcsetup.py:464(validate_fontweight)
       10    0.000    0.000    0.000    0.000 figure.py:145(current_key_axes)
        1    0.000    0.000    0.002    0.002 _axes.py:299(legend)
        2    0.000    0.000    0.000    0.000 legend_handler.py:87(legend_artist)
        1    0.000    0.000    0.000    0.000 timemachine.py:10(<module>)
        6    0.000    0.000    0.000    0.000 aggregation.py:236(maybe_mangle_lambdas)
        6    0.000    0.000    0.000    0.000 text.py:762(get_fontsize)
       48    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 _globals.py:17(<module>)
        6    0.000    0.000    0.000    0.000 six.py:126(__init__)
       36    0.000    0.000    0.000    0.000 multiarray.py:77(empty_like)
        1    0.000    0.000    0.000    0.000 numbers.py:6(<module>)
        1    0.000    0.000    0.000    0.000 timeit.py:51(<module>)
        1    0.000    0.000    0.000    0.000 numeric.py:286(UInt64Index)
        1    0.000    0.000    0.001    0.001 expanding.py:1(<module>)
        5    0.000    0.000    0.000    0.000 worksheet.py:5416(_write_page_margins)
        5    0.000    0.000    0.000    0.000 format.py:906(_get_alignment_key)
        1    0.000    0.000    0.000    0.000 glob.py:1(<module>)
        1    0.000    0.000    0.000    0.000 font_manager.py:972(FontManager)
        1    0.000    0.000    0.000    0.000 spines.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:246(_set_array_types)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defmatrix.py:74(matrix)
        8    0.000    0.000    0.000    0.000 core.py:7996(__init__)
        1    0.000    0.000    0.001    0.001 result.py:1(<module>)
        1    0.000    0.000    0.000    0.000 argparse.py:150(HelpFormatter)
        1    0.000    0.000    0.000    0.000 signals.py:1(<module>)
        6    0.000    0.000    0.000    0.000 integer.py:500(_create_comparison_method)
        1    0.000    0.000    0.000    0.000 timedeltas.py:30(TimedeltaIndex)
        1    0.000    0.000    0.000    0.000 indexing.py:575(_LocationIndexer)
        1    0.000    0.000    0.000    0.000 indexers.py:260(GroupbyRollingIndexer)
        4    0.000    0.000    0.000    0.000 pyparsing.py:602(__setitem__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3971(And)
       12    0.000    0.000    0.000    0.000 ticker.py:280(set_locs)
        1    0.000    0.000    0.000    0.000 backend_bases.py:130(RendererBase)
